14	1:196	2:6	3:19	4:18	5:3	6:7	7:18	8:196	9:5	10:19	11:15	12:25	13:30	14:24
14	1:196	2:5	3:19	4:18	5:30	6:30	7:0	8:196	9:6	10:19	11:30	12:23	13:7	14:18
14	1:196	2:6	3:19	4:30	5:23	6:7	7:18	8:196	9:5	10:19	11:0	12:32	13:6	14:25
14	1:196	2:5	3:19	4:0	5:32	6:6	7:25	8:196	9:5	10:19	11:30	12:32	13:6	14:25
14	1:196	2:5	3:19	4:30	5:32	6:6	7:25	8:196	9:5	10:19	11:24	12:25	13:0	14:23
14	1:196	2:5	3:19	4:24	5:25	6:0	7:23	8:196	9:6	10:19	11:0	12:31	13:7	14:18
14	1:196	2:6	3:19	4:0	5:31	6:7	7:18	8:196	9:5	10:19	11:25	12:23	13:31	14:18
14	1:196	2:5	3:19	4:25	5:23	6:31	7:18	8:196	9:6	10:19	11:30	12:23	13:3	14:18
1	1:127	2:6	3:19	4:18	5:18	6:32	7:1	8:127	9:6	10:19	11:0	12:25	13:26	14:32
0	1:166	2:3	3:19	4:19	5:23	6:7	7:18	8:166	9:3	10:19	11:25	12:10	13:32	14:18
39	1:166	2:3	3:19	4:19	5:23	6:7	7:18	8:166	9:3	10:19	11:25	12:10	13:32	14:18
1	1:127	2:6	3:19	4:4	5:23	6:29	7:6	8:127	9:6	10:19	11:25	12:23	13:25	14:3
0	1:166	2:3	3:19	4:30	5:23	6:32	7:18	8:166	9:3	10:19	11:0	12:30	13:18	14:32
39	1:166	2:3	3:19	4:30	5:23	6:32	7:18	8:166	9:3	10:19	11:0	12:30	13:18	14:32
14	1:196	2:6	3:19	4:19	5:25	6:23	7:10	8:196	9:6	10:19	11:21	12:25	13:23	14:19
14	1:196	2:6	3:19	4:32	5:25	6:23	7:32	8:196	9:6	10:19	11:0	12:23	13:23	14:19
14	1:196	2:6	3:19	4:19	5:18	6:23	7:32	8:196	9:6	10:19	11:25	12:23	13:15	14:30
14	1:196	2:6	3:19	4:19	5:3	6:32	7:18	8:196	9:6	10:19	11:0	12:23	13:18	14:18
22	1:116	2:5	3:18	4:16	5:25	6:30	7:19	8:116	9:5	10:18	11:18	12:25	13:32	14:19
1	1:2	2:4	3:19	4:19	5:3	6:4	7:25	8:2	9:4	10:19	11:19	12:3	13:20	14:-1
1	1:2	2:4	3:19	4:19	5:3	6:4	7:30	8:2	9:4	10:19	11:19	12:3	13:4	14:2
1	1:182	2:4	3:16	4:-1	5:4	6:25	7:20	8:182	9:4	10:16	11:23	12:4	13:7	14:18
1	1:182	2:4	3:16	4:23	5:4	6:7	7:18	8:182	9:4	10:16	11:32	12:4	13:18	14:25
1	1:258	2:6	3:19	4:20	5:25	6:32	7:23	8:258	9:6	10:18	11:23	12:18	13:23	14:32
1	1:258	2:6	3:19	4:1	5:25	6:0	7:32	8:258	9:6	10:19	11:3	12:25	13:0	14:23
1	1:258	2:6	3:19	4:3	5:25	6:0	7:23	8:258	9:4	10:19	11:25	12:25	13:30	14:32
1	1:258	2:4	3:19	4:25	5:25	6:30	7:32	8:258	9:6	10:19	11:25	12:3	13:29	14:6
1	1:258	2:6	3:19	4:25	5:3	6:29	7:6	8:258	9:6	10:19	11:25	12:25	13:0	14:32
1	1:258	2:6	3:19	4:25	5:32	6:7	7:18	8:258	9:6	10:19	11:0	12:29	13:0	14:32
1	1:258	2:6	3:19	4:0	5:29	6:0	7:32	8:258	9:2	10:19	11:0	12:32	13:32	14:19
1	1:258	2:6	3:19	4:15	5:25	6:32	7:1	8:258	9:6	10:19	11:18	12:25	13:0	14:32
15	1:35	2:5	3:18	4:18	5:25	6:0	7:23	8:35	9:5	10:18	11:18	12:25	13:0	14:23
15	1:35	2:5	3:18	4:18	5:25	6:0	7:23	8:35	9:5	10:18	11:0	12:23	13:13	14:18
1	1:129	2:6	3:19	4:18	5:18	6:32	7:1	8:129	9:6	10:19	11:32	12:25	13:18	14:29
1	1:55	2:4	3:18	4:6	5:25	6:18	7:18	8:55	9:4	10:18	11:18	12:7	13:18	14:18
1	1:55	2:4	3:18	4:18	5:7	6:18	7:18	8:55	9:4	10:18	11:18	12:7	13:18	14:18
1	1:55	2:4	3:18	4:18	5:7	6:18	7:18	8:55	9:4	10:18	11:32	12:6	13:18	14:18
16	1:31	2:5	3:19	4:-1	5:23	6:32	7:6	8:31	9:5	10:19	11:32	12:25	13:20	14:32
15	1:37	2:5	3:18	4:20	5:25	6:32	7:18	8:37	9:5	10:18	11:1	12:23	13:18	14:18
1	1:258	2:6	3:19	4:15	5:25	6:32	7:0	8:258	9:5	10:19	11:32	12:23	13:18	14:7
1	1:161	2:6	3:19	4:19	5:18	6:32	7:24	8:161	9:6	10:19	11:24	12:30	13:18	14:32
1	1:117	2:5	3:19	4:15	5:25	6:32	7:1	8:117	9:5	10:19	11:15	12:25	13:23	14:32
1	1:117	2:5	3:19	4:0	5:32	6:0	7:29	8:117	9:5	10:19	11:25	12:23	13:18	14:32
16	1:31	2:5	3:19	4:15	5:25	6:0	7:0	8:31	9:5	10:18	11:25	12:5	13:20	14:18
15	1:226	2:6	3:19	4:20	5:25	6:23	7:19	8:226	9:2	10:18	11:0	12:25	13:0	14:23
1	1:51	2:5	3:19	4:25	5:5	6:23	7:10	8:51	9:5	10:19	11:32	12:32	13:18	14:7
1	1:51	2:5	3:19	4:32	5:23	6:13	7:4	8:51	9:5	10:19	11:19	12:3	13:30	14:0
1	1:51	2:5	3:19	4:25	5:23	6:32	7:6	8:51	9:5	10:19	11:18	12:25	13:0	14:23
1	1:51	2:5	3:19	4:0	5:25	6:0	7:32	8:51	9:5	10:19	11:32	12:32	13:18	14:18
1	1:51	2:5	3:19	4:25	5:5	6:23	7:10	8:51	9:5	10:19	11:32	12:32	13:18	14:7
5	1:264	2:6	3:19	4:4	5:16	6:13	7:19	8:25	9:5	10:19	11:19	12:13	13:18	14:3
34	1:264	2:6	3:19	4:4	5:16	6:13	7:19	8:25	9:5	10:19	11:19	12:13	13:18	14:3
1	1:203	2:4	3:19	4:18	5:25	6:18	7:25	8:203	9:4	10:19	11:4	12:16	13:20	14:23
1	1:155	2:6	3:19	4:18	5:18	6:0	7:32	8:155	9:6	10:19	11:25	12:25	13:0	14:32
1	1:225	2:4	3:32	4:18	5:25	6:4	7:16	8:225	9:4	10:32	11:20	12:20	13:4	14:16
0	1:166	2:3	3:19	4:0	5:0	6:21	7:13	8:166	9:3	10:19	11:0	12:23	13:31	14:1
39	1:166	2:3	3:19	4:0	5:0	6:21	7:13	8:166	9:3	10:19	11:0	12:23	13:31	14:1
1	1:230	2:4	3:18	4:25	5:20	6:25	7:32	8:230	9:4	10:18	11:10	12:4	13:23	14:4
0	1:59	2:5	3:19	4:19	5:3	6:18	7:0	8:59	9:5	10:18	11:25	12:0	13:18	14:25
22	1:116	2:5	3:18	4:18	5:25	6:32	7:18	8:116	9:5	10:18	11:18	12:25	13:0	14:4
0	1:166	2:3	3:19	4:3	5:32	6:21	7:13	8:166	9:3	10:19	11:0	12:30	13:21	14:13
39	1:166	2:3	3:19	4:3	5:32	6:21	7:13	8:166	9:3	10:19	11:0	12:30	13:21	14:13
1	1:167	2:5	3:19	4:16	5:15	6:0	7:32	8:167	9:5	10:19	11:18	12:30	13:32	14:6
15	1:39	2:5	3:18	4:18	5:25	6:20	7:0	8:39	9:4	10:18	11:0	12:30	13:32	14:15
15	1:39	2:4	3:18	4:0	5:30	6:32	7:15	8:39	9:4	10:18	11:18	12:25	13:0	14:32
1	1:26	2:4	3:19	4:0	5:32	6:4	7:7	8:26	9:4	10:19	11:0	12:32	13:13	14:18
1	1:26	2:4	3:19	4:0	5:32	6:13	7:18	8:26	9:5	10:19	11:25	12:0	13:0	14:32
1	1:73	2:3	3:19	4:30	5:19	6:18	7:18	8:73	9:3	10:19	11:30	12:19	13:18	14:32
7	1:258	2:6	3:19	4:19	5:3	6:18	7:23	8:73	9:3	10:19	11:18	12:23	13:18	14:7
1	1:73	2:3	3:19	4:18	5:23	6:18	7:7	8:73	9:3	10:19	11:0	12:23	13:18	14:19
1	1:73	2:3	3:19	4:30	5:19	6:18	7:18	8:73	9:3	10:19	11:30	12:19	13:18	14:18
0	1:166	2:3	3:19	4:4	5:25	6:18	7:19	8:166	9:3	10:19	11:18	12:19	13:18	14:18
39	1:166	2:3	3:19	4:4	5:25	6:18	7:19	8:166	9:3	10:19	11:18	12:19	13:18	14:18
7	1:258	2:4	3:19	4:0	5:23	6:18	7:32	8:166	9:3	10:19	11:30	12:19	13:18	14:7
15	1:138	2:5	3:19	4:-1	5:-1	6:0	7:32	8:138	9:5	10:19	11:18	12:25	13:32	14:20
15	1:138	2:5	3:19	4:0	5:25	6:7	7:18	8:138	9:5	10:19	11:0	12:25	13:0	14:0
1	1:131	2:6	3:19	4:18	5:18	6:0	7:32	8:131	9:6	10:19	11:18	12:25	13:32	14:19
22	1:91	2:4	3:19	4:-1	5:20	6:23	7:4	8:90	9:5	10:19	11:0	12:32	13:23	14:18
15	1:61	2:5	3:19	4:0	5:25	6:7	7:13	8:61	9:5	10:19	11:18	12:25	13:4	14:3
1	1:30	2:5	3:32	4:25	5:25	6:7	7:21	8:30	9:5	10:18	11:0	12:20	13:7	14:4
1	1:30	2:5	3:18	4:0	5:20	6:7	7:4	8:30	9:5	10:18	11:25	12:23	13:7	14:18
1	1:30	2:5	3:18	4:15	5:25	6:0	7:32	8:30	9:5	10:18	11:20	12:25	13:18	14:18
1	1:30	2:5	3:18	4:18	5:25	6:23	7:20	8:30	9:5	10:32	11:18	12:0	13:18	14:4
1	1:30	2:5	3:18	4:15	5:25	6:18	7:4	8:30	9:5	10:32	11:20	12:25	13:18	14:4
1	1:30	2:5	3:32	4:32	5:25	6:7	7:10	8:30	9:5	10:18	11:15	12:25	13:30	14:20
1	1:30	2:5	3:32	4:32	5:25	6:7	7:18	8:30	9:5	10:18	11:25	12:23	13:32	14:32
1	1:30	2:5	3:18	4:25	5:23	6:32	7:32	8:30	9:5	10:18	11:18	12:25	13:0	14:23
1	1:30	2:5	3:18	4:20	5:25	6:32	7:18	8:30	9:5	10:18	11:30	12:25	13:23	14:20
1	1:28	2:4	3:10	4:18	5:23	6:10	7:18	8:28	9:4	10:10	11:18	12:23	13:10	14:18
1	1:117	2:5	3:19	4:3	5:32	6:7	7:18	8:117	9:5	10:19	11:18	12:25	13:0	14:23
1	1:117	2:5	3:19	4:32	5:32	6:18	7:32	8:117	9:5	10:19	11:32	12:6	13:13	14:18
1	1:100	2:4	3:18	4:23	5:21	6:7	7:18	8:100	9:4	10:18	11:25	12:21	13:7	14:18
15	1:86	2:5	3:18	4:25	5:23	6:32	7:18	8:86	9:5	10:18	11:25	12:13	13:18	14:7
1	1:33	2:3	3:19	4:32	5:32	6:25	7:32	8:33	9:3	10:19	11:0	12:23	13:3	14:19
1	1:258	2:6	3:19	4:18	5:18	6:20	7:25	8:258	9:5	10:19	11:20	12:25	13:32	14:1
0	1:166	2:3	3:19	4:19	5:23	6:0	7:32	8:166	9:3	10:19	11:20	12:19	13:18	14:0
39	1:166	2:3	3:19	4:19	5:23	6:0	7:32	8:166	9:3	10:19	11:20	12:19	13:18	14:0
14	1:196	2:6	3:19	4:-1	5:32	6:10	7:18	8:196	9:6	10:19	11:30	12:25	13:23	14:18
14	1:196	2:6	3:19	4:15	5:25	6:32	7:32	8:196	9:6	10:19	11:20	12:15	13:32	14:0
14	1:196	2:6	3:19	4:20	5:15	6:32	7:0	8:196	9:5	10:19	11:32	12:32	13:10	14:16
1	1:258	2:4	3:19	4:-1	5:-1	6:20	7:20	8:258	9:6	10:19	11:20	12:25	13:0	14:32
8	1:258	2:6	3:19	4:20	5:25	6:23	7:18	8:9	9:2	10:18	11:18	12:25	13:11	14:4
8	1:258	2:6	3:19	4:20	5:25	6:20	7:0	8:9	9:5	10:18	11:18	12:3	13:7	14:18
1	1:33	2:3	3:19	4:0	5:32	6:18	7:0	8:33	9:3	10:19	11:0	12:10	13:18	14:0
16	1:31	2:5	3:19	4:-1	5:0	6:0	7:0	8:31	9:5	10:19	11:0	12:32	13:18	14:32
1	1:19	2:4	3:18	4:16	5:25	6:18	7:18	8:19	9:4	10:18	11:0	12:25	13:18	14:18
15	1:86	2:5	3:19	4:25	5:20	6:0	7:32	8:86	9:5	10:18	11:0	12:30	13:23	14:32
1	1:258	2:6	3:19	4:20	5:25	6:23	7:19	8:258	9:6	10:19	11:32	12:30	13:23	14:19
1	1:258	2:6	3:19	4:18	5:3	6:19	7:4	8:258	9:6	10:19	11:0	12:25	13:0	14:4
1	1:192	2:4	3:19	4:30	5:4	6:25	7:0	8:192	9:4	10:19	11:7	12:4	13:13	14:18
15	1:245	2:6	3:19	4:15	5:0	6:18	7:18	8:245	9:6	10:19	11:15	12:25	13:32	14:31
6	1:173	2:5	3:18	4:16	5:7	6:18	7:23	8:16	9:4	10:18	11:4	12:16	13:25	14:0
22	1:94	2:4	3:19	4:18	5:4	6:0	7:23	8:90	9:5	10:19	11:32	12:20	13:32	14:23
16	1:31	2:5	3:19	4:-1	5:-1	6:25	7:0	8:31	9:5	10:19	11:18	12:18	13:23	14:20
1	1:100	2:4	3:18	4:-1	5:21	6:32	7:6	8:100	9:4	10:18	11:20	12:21	13:7	14:18
32	1:86	2:5	3:18	4:25	5:23	6:25	7:19	8:143	9:5	10:19	11:18	12:25	13:25	14:19
1	1:24	2:4	3:18	4:30	5:25	6:25	7:25	8:24	9:4	10:19	11:25	12:25	13:25	14:0
25	1:98	2:6	3:19	4:7	5:18	6:25	7:19	8:15	9:5	10:19	11:19	12:25	13:25	14:0
16	1:31	2:5	3:19	4:19	5:3	6:18	7:18	8:31	9:5	10:19	11:32	12:23	13:23	14:18
16	1:31	2:5	3:19	4:32	5:23	6:23	7:18	8:31	9:5	10:19	11:0	12:23	13:32	14:10
14	1:196	2:6	3:25	4:0	5:32	6:19	7:23	8:196	9:6	10:23	11:25	12:0	13:19	14:32
12	1:201	2:4	3:18	4:23	5:25	6:25	7:15	8:113	9:6	10:19	11:18	12:30	13:0	14:9
1	1:227	2:6	3:19	4:-1	5:19	6:18	7:18	8:227	9:6	10:19	11:15	12:25	13:18	14:0
0	1:166	2:3	3:19	4:25	5:19	6:18	7:32	8:166	9:3	10:19	11:21	12:23	13:18	14:25
39	1:166	2:3	3:19	4:25	5:19	6:18	7:32	8:166	9:3	10:19	11:21	12:23	13:18	14:25
1	1:100	2:4	3:18	4:18	5:21	6:18	7:32	8:100	9:4	10:18	11:18	12:21	13:18	14:30
6	1:173	2:5	3:19	4:20	5:25	6:0	7:0	8:16	9:4	10:18	11:4	12:16	13:11	14:4
1	1:234	2:4	3:19	4:-1	5:20	6:0	7:30	8:234	9:4	10:18	11:32	12:25	13:23	14:13
14	1:196	2:6	3:19	4:-1	5:18	6:18	7:3	8:196	9:5	10:19	11:18	12:3	13:18	14:7
22	1:116	2:5	3:18	4:-1	5:-1	6:18	7:18	8:116	9:4	10:18	11:32	12:4	13:20	14:13
15	1:86	2:5	3:19	4:18	5:25	6:20	7:18	8:86	9:5	10:18	11:18	12:25	13:20	14:18
15	1:86	2:5	3:19	4:18	5:25	6:20	7:18	8:86	9:5	10:18	11:18	12:25	13:20	14:18
0	1:166	2:3	3:19	4:-1	5:23	6:18	7:25	8:166	9:3	10:19	11:18	12:23	13:31	14:29
39	1:166	2:3	3:19	4:-1	5:23	6:18	7:25	8:166	9:3	10:19	11:18	12:23	13:31	14:29
1	1:258	2:6	3:19	4:20	5:25	6:23	7:4	8:258	9:4	10:19	11:25	12:20	13:0	14:32
1	1:258	2:6	3:19	4:16	5:18	6:23	7:32	8:258	9:6	10:19	11:25	12:0	13:0	14:23
1	1:227	2:6	3:19	4:-1	5:-1	6:18	7:25	8:227	9:6	10:19	11:18	12:25	13:20	14:32
15	1:86	2:5	3:18	4:32	5:25	6:20	7:23	8:86	9:5	10:18	11:18	12:32	13:23	14:13
15	1:39	2:4	3:18	4:23	5:32	6:7	7:18	8:39	9:4	10:18	11:25	12:13	13:18	14:18
25	1:210	2:5	3:19	4:-1	5:-1	6:25	7:19	8:11	9:5	10:19	11:18	12:25	13:25	14:20
1	1:145	2:2	3:18	4:18	5:18	6:18	7:18	8:145	9:2	10:18	11:18	12:18	13:18	14:18
1	1:63	2:6	3:19	4:18	5:18	6:10	7:16	8:63	9:6	10:19	11:16	12:25	13:23	14:18
16	1:31	2:5	3:18	4:13	5:13	6:25	7:32	8:31	9:5	10:19	11:20	12:25	13:0	14:32
15	1:142	2:5	3:19	4:-1	5:-1	6:32	7:20	8:142	9:6	10:19	11:15	12:25	13:23	14:20
14	1:196	2:6	3:19	4:7	5:13	6:18	7:18	8:196	9:5	10:19	11:32	12:1	13:13	14:7
14	1:196	2:6	3:19	4:32	5:25	6:13	7:18	8:196	9:4	10:19	11:6	12:20	13:10	14:18
14	1:196	2:5	3:19	4:18	5:18	6:10	7:18	8:196	9:5	10:19	11:21	12:16	13:10	14:18
14	1:196	2:5	3:19	4:21	5:16	6:10	7:18	8:196	9:5	10:19	11:18	12:25	13:10	14:32
1	1:26	2:5	3:19	4:-1	5:-1	6:25	7:32	8:26	9:5	10:19	11:18	12:25	13:25	14:32
1	1:26	2:4	3:19	4:19	5:3	6:7	7:18	8:26	9:5	10:19	11:0	12:25	13:23	14:19
1	1:26	2:5	3:19	4:18	5:25	6:0	7:29	8:26	9:4	10:19	11:20	12:7	13:25	14:18
1	1:26	2:4	3:19	4:23	5:32	6:32	7:18	8:26	9:4	10:19	11:3	12:23	13:10	14:18
0	1:166	2:3	3:19	4:19	5:11	6:18	7:0	8:166	9:3	10:19	11:25	12:23	13:18	14:0
39	1:166	2:3	3:19	4:19	5:11	6:18	7:0	8:166	9:3	10:19	11:25	12:23	13:18	14:0
1	1:26	2:5	3:19	4:0	5:25	6:23	7:19	8:26	9:4	10:19	11:25	12:25	13:23	14:19
16	1:31	2:5	3:19	4:19	5:23	6:25	7:4	8:31	9:5	10:18	11:0	12:32	13:32	14:13
16	1:31	2:5	3:18	4:0	5:32	6:32	7:13	8:31	9:5	10:19	11:25	12:25	13:18	14:19
24	1:254	2:6	3:19	4:18	5:18	6:31	7:13	8:42	9:0	10:19	11:20	12:7	13:18	14:15
1	1:120	2:6	3:19	4:25	5:18	6:32	7:25	8:120	9:6	10:19	11:25	12:23	13:15	14:25
25	1:210	2:5	3:19	4:18	5:23	6:25	7:19	8:11	9:5	10:19	11:18	12:25	13:25	14:32
25	1:210	2:5	3:19	4:18	5:23	6:25	7:19	8:11	9:5	10:19	11:18	12:25	13:25	14:0
1	1:252	2:6	3:19	4:32	5:18	6:32	7:25	8:252	9:6	10:19	11:32	12:18	13:23	14:18
22	1:107	2:4	3:32	4:-1	5:-1	6:32	7:18	8:102	9:4	10:19	11:16	12:23	13:18	14:7
14	1:196	2:5	3:19	4:-1	5:-1	6:0	7:32	8:196	9:5	10:19	11:18	12:25	13:0	14:2
14	1:196	2:6	3:19	4:18	5:25	6:20	7:23	8:196	9:6	10:19	11:20	12:25	13:0	14:23
35	1:171	2:4	3:19	4:25	5:25	6:7	7:18	8:115	9:5	10:19	11:32	12:1	13:23	14:19
1	1:100	2:4	3:18	4:20	5:21	6:25	7:24	8:100	9:4	10:18	11:10	12:21	13:13	14:18
1	1:164	2:5	3:19	4:18	5:0	6:32	7:10	8:164	9:5	10:19	11:25	12:32	13:32	14:30
15	1:72	2:5	3:19	4:25	5:23	6:15	7:25	8:72	9:5	10:19	11:30	12:20	13:13	14:18
15	1:72	2:5	3:19	4:30	5:20	6:13	7:18	8:72	9:5	10:19	11:25	12:30	13:32	14:32
1	1:100	2:4	3:18	4:32	5:21	6:7	7:18	8:100	9:4	10:18	11:32	12:21	13:7	14:18
1	1:100	2:4	3:18	4:32	5:21	6:7	7:18	8:100	9:4	10:18	11:32	12:21	13:0	14:32
1	1:41	2:3	3:19	4:32	5:25	6:18	7:19	8:41	9:3	10:19	11:16	12:25	13:18	14:19
14	1:196	2:5	3:19	4:25	5:32	6:13	7:7	8:196	9:6	10:19	11:18	12:32	13:18	14:18
13	1:69	2:5	3:19	4:25	5:32	6:32	7:25	8:71	9:5	10:19	11:25	12:6	13:18	14:25
15	1:72	2:5	3:19	4:0	5:23	6:0	7:25	8:72	9:5	10:19	11:25	12:23	13:3	14:19
15	1:72	2:5	3:19	4:24	5:30	6:3	7:19	8:72	9:5	10:19	11:18	12:13	13:18	14:25
15	1:72	2:5	3:19	4:20	5:30	6:32	7:6	8:72	9:5	10:19	11:18	12:25	13:0	14:32
15	1:72	2:5	3:19	4:18	5:25	6:23	7:18	8:72	9:5	10:19	11:32	12:1	13:23	14:32
15	1:72	2:5	3:19	4:16	5:23	6:18	7:18	8:72	9:5	10:19	11:18	12:32	13:23	14:13
15	1:144	2:5	3:19	4:18	5:0	6:13	7:18	8:144	9:5	10:19	11:18	12:25	13:32	14:16
1	1:47	2:0	3:18	4:32	5:31	6:25	7:0	8:47	9:0	10:18	11:18	12:7	13:18	14:32
16	1:31	2:5	3:19	4:20	5:25	6:32	7:1	8:31	9:5	10:19	11:32	12:25	13:3	14:18
1	1:152	2:6	3:19	4:18	5:32	6:32	7:4	8:152	9:6	10:19	11:0	12:25	13:32	14:0
1	1:74	2:5	3:19	4:18	5:30	6:0	7:32	8:74	9:0	10:19	11:0	12:30	13:18	14:0
1	1:28	2:4	3:10	4:25	5:23	6:10	7:18	8:28	9:4	10:18	11:25	12:32	13:10	14:18
1	1:28	2:4	3:10	4:25	5:23	6:10	7:18	8:28	9:4	10:18	11:25	12:32	13:10	14:18
1	1:28	2:4	3:10	4:18	5:23	6:10	7:18	8:28	9:4	10:10	11:18	12:23	13:10	14:18
1	1:28	2:4	3:10	4:18	5:23	6:10	7:18	8:28	9:4	10:10	11:18	12:23	13:10	14:18
1	1:28	2:4	3:10	4:25	5:23	6:10	7:18	8:28	9:4	10:10	11:25	12:23	13:10	14:18
1	1:238	2:6	3:19	4:18	5:18	6:32	7:25	8:238	9:6	10:19	11:23	12:18	13:0	14:32
1	1:211	2:5	3:19	4:21	5:16	6:18	7:18	8:211	9:5	10:19	11:10	12:16	13:18	14:18
0	1:166	2:3	3:19	4:19	5:23	6:18	7:25	8:166	9:3	10:19	11:18	12:25	13:18	14:25
39	1:166	2:3	3:19	4:19	5:23	6:18	7:25	8:166	9:3	10:19	11:18	12:25	13:18	14:25
0	1:166	2:3	3:19	4:4	5:16	6:32	7:32	8:166	9:3	10:19	11:1	12:32	13:18	14:13
39	1:166	2:3	3:19	4:4	5:16	6:32	7:32	8:166	9:3	10:19	11:1	12:32	13:18	14:13
11	1:88	2:6	3:19	4:15	5:25	6:23	7:18	8:88	9:6	10:19	11:15	12:25	13:23	14:18
1	1:30	2:5	3:32	4:24	5:32	6:25	7:0	8:30	9:5	10:18	11:15	12:25	13:7	14:18
1	1:30	2:5	3:18	4:18	5:25	6:0	7:32	8:30	9:5	10:18	11:0	12:23	13:7	14:18
1	1:30	2:5	3:18	4:32	5:32	6:3	7:18	8:30	9:5	10:32	11:29	12:25	13:7	14:18
1	1:30	2:5	3:18	4:1	5:25	6:32	7:32	8:30	9:5	10:18	11:18	12:25	13:32	14:32
1	1:30	2:5	3:18	4:18	5:25	6:32	7:32	8:30	9:5	10:32	11:0	12:25	13:0	14:32
18	1:50	2:5	3:19	4:25	5:0	6:18	7:19	8:232	9:6	10:19	11:19	12:18	13:23	14:19
15	1:243	2:4	3:19	4:15	5:25	6:23	7:20	8:243	9:4	10:19	11:25	12:23	13:15	14:31
1	1:207	2:6	3:19	4:25	5:18	6:32	7:32	8:207	9:6	10:18	11:32	12:13	13:32	14:18
22	1:91	2:4	3:19	4:32	5:32	6:20	7:32	8:90	9:4	10:19	11:32	12:4	13:18	14:18
1	1:258	2:6	3:19	4:19	5:25	6:23	7:18	8:258	9:6	10:19	11:29	12:25	13:0	14:0
1	1:258	2:6	3:19	4:0	5:32	6:18	7:32	8:258	9:6	10:19	11:32	12:25	13:21	14:16
1	1:258	2:6	3:19	4:-1	5:-1	6:0	7:32	8:258	9:6	10:19	11:18	12:7	13:32	14:19
1	1:258	2:6	3:19	4:18	5:25	6:0	7:0	8:258	9:5	10:19	11:18	12:25	13:32	14:20
15	1:138	2:5	3:19	4:-1	5:-1	6:20	7:25	8:138	9:5	10:19	11:32	12:25	13:23	14:20
1	1:117	2:5	3:19	4:20	5:25	6:0	7:32	8:117	9:5	10:19	11:0	12:32	13:18	14:18
0	1:166	2:3	3:19	4:18	5:25	6:18	7:18	8:166	9:3	10:19	11:4	12:13	13:13	14:18
39	1:166	2:3	3:19	4:18	5:25	6:18	7:18	8:166	9:3	10:19	11:4	12:13	13:13	14:18
0	1:166	2:3	3:19	4:25	5:32	6:7	7:18	8:166	9:3	10:19	11:18	12:23	13:32	14:4
39	1:166	2:3	3:19	4:25	5:32	6:7	7:18	8:166	9:3	10:19	11:18	12:23	13:32	14:4
0	1:166	2:3	3:19	4:18	5:23	6:32	7:4	8:166	9:3	10:19	11:32	12:32	13:18	14:18
39	1:166	2:3	3:19	4:18	5:23	6:32	7:4	8:166	9:3	10:19	11:32	12:32	13:18	14:18
0	1:166	2:3	3:19	4:32	5:32	6:18	7:18	8:166	9:3	10:19	11:0	12:25	13:0	14:30
39	1:166	2:3	3:19	4:32	5:32	6:18	7:18	8:166	9:3	10:19	11:0	12:25	13:0	14:30
0	1:166	2:3	3:19	4:32	5:23	6:32	7:25	8:166	9:3	10:19	11:4	12:16	13:18	14:25
39	1:166	2:3	3:19	4:32	5:23	6:32	7:25	8:166	9:3	10:19	11:4	12:16	13:18	14:25
0	1:166	2:3	3:19	4:4	5:16	6:18	7:25	8:166	9:3	10:19	11:24	12:23	13:7	14:18
39	1:166	2:3	3:19	4:4	5:16	6:18	7:25	8:166	9:3	10:19	11:24	12:23	13:7	14:18
1	1:26	2:4	3:19	4:16	5:32	6:4	7:7	8:26	9:4	10:19	11:25	12:32	13:7	14:13
0	1:262	2:6	3:19	4:18	5:18	6:0	7:2	8:212	9:5	10:19	11:25	12:32	13:23	14:19
15	1:144	2:5	3:19	4:32	5:23	6:19	7:25	8:144	9:5	10:19	11:19	12:25	13:32	14:16
15	1:144	2:5	3:19	4:32	5:18	6:32	7:18	8:144	9:5	10:19	11:18	12:25	13:32	14:16
39	1:1	2:4	3:19	4:19	5:25	6:4	7:13	8:1	9:4	10:19	11:10	12:16	13:18	14:25
1	1:192	2:4	3:19	4:7	5:4	6:25	7:32	8:192	9:4	10:19	11:32	12:4	13:-1	14:-1
15	1:86	2:5	3:18	4:32	5:25	6:0	7:32	8:86	9:5	10:18	11:18	12:25	13:0	14:32
15	1:86	2:5	3:18	4:18	5:25	6:0	7:32	8:86	9:5	10:18	11:18	12:23	13:7	14:18
32	1:86	2:5	3:18	4:20	5:25	6:32	7:18	8:143	9:5	10:19	11:16	12:25	13:4	14:16
29	1:173	2:2	3:19	4:20	5:23	6:7	7:18	8:193	9:1	10:19	11:18	12:25	13:25	14:32
0	1:166	2:3	3:19	4:32	5:25	6:18	7:25	8:166	9:3	10:19	11:18	12:25	13:18	14:25
39	1:166	2:3	3:19	4:32	5:25	6:18	7:25	8:166	9:3	10:19	11:18	12:25	13:18	14:25
1	1:117	2:5	3:19	4:-1	5:25	6:0	7:32	8:117	9:5	10:19	11:30	12:32	13:20	14:15
1	1:263	2:2	3:19	4:25	5:23	6:18	7:18	8:263	9:2	10:19	11:4	12:25	13:20	14:0
1	1:263	2:2	3:19	4:25	5:23	6:18	7:18	8:263	9:2	10:19	11:4	12:25	13:20	14:0
0	1:59	2:5	3:18	4:18	5:30	6:7	7:4	8:59	9:5	10:18	11:18	12:30	13:7	14:18
