,rel,E1-0,NE1-0,POS1-0,POS1-2,POS1-1,POS1+1,POS1+2,E2-0,NE2-0,POS2-0,POS2-2,POS2-1,POS2+1,POS2+2
860,1,100,4,18,19,21,32,32,100,4,18,6,21,18,32
861,1,100,4,18,19,21,13,18,100,4,18,18,21,18,15
862,15,146,4,18,-1,-1,20,32,147,5,13,4,16,18,3
863,1,29,4,10,18,23,31,13,29,4,10,25,23,32,4
864,1,29,4,10,32,1,18,7,29,4,10,0,23,32,4
865,1,29,4,15,20,18,6,18,29,4,10,25,23,0,32
866,1,126,6,19,3,18,25,18,126,6,19,18,18,32,1
867,1,81,6,19,0,32,7,18,81,6,19,24,23,7,18
868,16,31,5,19,-1,-1,25,18,31,5,18,18,4,25,4
869,1,100,4,18,15,21,32,18,100,4,18,18,21,32,18
870,1,28,4,10,25,23,10,18,28,4,10,25,23,10,18
871,1,100,4,18,15,21,7,18,100,4,18,10,21,32,18
872,15,75,5,19,18,30,18,18,76,5,19,25,25,18,3
873,0,166,3,19,32,6,18,18,166,3,19,18,11,18,18
874,39,166,3,19,32,6,18,18,166,3,19,18,11,18,18
875,1,117,5,19,-1,-1,20,18,117,5,19,16,20,7,18
876,1,100,4,18,20,21,32,25,100,4,18,20,21,32,25
877,1,222,5,19,32,1,25,0,222,5,19,32,1,32,23
878,15,237,5,19,25,25,0,30,237,5,19,29,25,23,18
879,15,86,5,18,32,6,0,0,86,5,18,20,7,17,0
880,1,100,4,18,20,21,25,18,100,4,18,32,21,25,0
881,5,264,6,19,32,6,25,14,25,5,19,0,23,18,-1
882,34,264,6,19,32,6,25,14,25,5,19,0,23,18,-1
883,1,264,6,19,20,23,18,7,264,6,19,18,32,18,-1
884,1,264,6,19,4,16,32,24,264,6,19,32,25,0,32
885,1,264,6,19,19,32,15,32,264,6,19,25,25,18,30
886,1,79,6,19,18,13,19,18,79,6,19,18,13,0,21
887,14,196,5,19,0,32,18,18,196,5,19,25,23,32,4
888,14,196,5,19,20,32,25,0,196,5,19,0,23,25,32
889,14,196,5,19,32,25,7,18,196,5,19,25,3,18,0
890,1,84,6,19,19,18,0,32,84,6,19,19,18,0,32
891,24,238,6,19,25,23,32,6,42,0,19,32,1,18,7
892,1,26,5,19,18,25,13,18,26,5,19,18,25,18,32
893,1,27,5,19,32,1,7,18,27,5,19,0,25,0,32
894,1,130,6,19,-1,-1,25,4,130,6,19,18,18,23,18
895,1,130,6,19,-1,0,32,25,130,6,19,18,25,32,0
896,1,26,4,19,29,6,25,0,26,4,19,25,0,18,26
897,1,26,4,19,19,23,7,18,26,5,19,15,25,23,18
898,1,26,5,19,15,25,23,18,26,4,19,30,25,23,18
899,1,26,4,19,25,0,32,6,26,4,19,25,0,20,18
900,1,26,4,19,23,32,32,18,26,4,19,30,32,23,19
901,39,10,5,19,18,25,25,19,10,4,19,32,25,3,13
902,1,52,4,18,25,4,4,18,52,4,18,25,4,4,18
903,1,32,1,19,18,3,7,13,32,1,19,25,32,0,32
904,15,219,5,19,-1,-1,3,19,219,4,19,19,18,4,18
905,0,166,3,19,-1,5,18,23,166,3,19,25,23,18,7
906,39,166,3,19,-1,5,18,23,166,3,19,25,23,18,7
907,15,72,5,19,25,32,18,18,72,5,19,25,3,23,13
908,15,72,5,19,18,25,13,18,72,5,19,18,30,23,13
909,15,72,5,19,15,25,32,25,72,5,19,18,25,13,18
910,22,95,4,19,0,25,3,19,90,5,19,18,3,18,7
911,1,52,4,18,25,4,4,18,52,4,18,25,4,4,18
912,15,142,5,19,-1,-1,32,32,142,5,19,20,25,0,32
913,8,258,6,19,18,25,19,4,12,4,19,19,19,4,16
914,1,230,4,18,18,20,18,18,230,4,18,23,20,32,4
915,1,230,4,18,18,20,32,18,230,4,18,10,4,18,29
916,1,232,6,19,0,32,7,13,232,6,19,24,25,25,0
917,1,232,6,19,32,1,18,7,232,6,19,32,23,18,32
918,1,51,5,19,0,32,18,4,51,5,19,25,32,18,18
919,1,52,4,18,25,4,4,18,52,4,18,25,4,4,18
920,39,187,0,19,19,25,18,32,188,2,19,19,23,32,25
921,1,264,6,19,19,18,18,4,264,6,19,18,18,25,32
922,25,210,5,19,20,25,25,19,11,5,19,18,25,25,0
923,0,166,3,19,19,32,18,13,166,3,19,32,0,32,-1
924,39,166,3,19,19,32,18,13,166,3,19,32,0,32,-1
925,0,166,3,19,0,23,18,18,166,3,19,32,1,18,32
926,39,166,3,19,0,23,18,18,166,3,19,32,1,18,32
927,22,91,4,19,0,25,3,19,90,5,19,19,3,19,23
928,1,26,5,19,25,3,18,25,26,5,19,18,25,25,18
929,1,26,5,19,25,20,18,25,26,4,19,18,25,25,0
930,1,185,6,19,18,18,25,24,185,6,19,25,25,23,32
931,1,258,6,19,25,25,23,18,258,6,19,15,25,23,25
932,6,173,5,19,25,30,13,18,16,4,19,13,18,25,18
933,0,166,3,19,19,25,32,6,166,3,19,19,25,25,32
934,39,166,3,19,19,25,32,6,166,3,19,19,25,25,32
935,14,196,5,19,32,25,0,32,196,5,19,32,18,3,19
936,14,196,5,19,18,32,13,18,196,5,19,18,25,0,0
937,14,196,6,19,20,25,23,19,196,5,19,20,25,18,18
938,14,196,6,19,15,25,18,18,196,5,19,32,1,18,18
939,1,14,4,16,13,4,18,18,14,4,19,18,4,32,18
940,7,258,6,19,32,25,19,18,166,3,19,19,19,18,18
941,7,258,6,19,0,32,23,19,166,3,19,19,23,18,15
942,7,258,6,19,0,23,32,32,166,3,19,32,23,15,18
943,1,73,3,19,25,3,18,18,73,3,19,24,23,7,18
944,1,18,4,18,32,4,25,18,18,4,16,18,4,18,32
945,1,18,4,16,18,4,18,32,18,4,18,23,4,32,32
946,1,18,4,18,23,4,32,32,18,4,16,32,4,15,25
947,0,166,3,19,23,32,18,15,166,3,19,0,32,10,16
948,39,166,3,19,23,32,18,15,166,3,19,0,32,10,16
949,0,166,3,19,0,32,10,16,166,3,19,18,32,10,18
950,39,166,3,19,0,32,10,16,166,3,19,18,32,10,18
951,0,166,3,19,18,32,10,18,166,3,19,32,23,32,4
952,39,166,3,19,18,32,10,18,166,3,19,32,23,32,4
